,,,Up,Down
sc01,y2030,2030-01-16T18:00:00+01:00,18.7354888,18.7354888
sc01,y2030,2030-01-16T19:00:00+01:00,18.03697003,18.03697003
sc01,y2030,2030-01-16T20:00:00+01:00,17.19222988,17.19222988
sc01,y2030,2030-01-16T21:00:00+01:00,16.3183154,16.3183154
sc01,y2030,2030-01-16T22:00:00+01:00,15.35770628,15.35770628
sc01,y2030,2030-01-16T23:00:00+01:00,14.41068856,14.41068856
sc01,y2030,2030-01-17T00:00:00+01:00,13.94950235,13.94950235
sc01,y2030,2030-01-17T01:00:00+01:00,13.62795575,13.62795575
sc01,y2030,2030-01-17T02:00:00+01:00,13.45866991,13.45866991
sc01,y2030,2030-01-17T03:00:00+01:00,13.59796703,13.59796703
sc01,y2030,2030-01-17T04:00:00+01:00,14.3702767,14.3702767
sc01,y2030,2030-01-17T05:00:00+01:00,15.82849097,15.82849097
sc01,y2030,2030-01-17T06:00:00+01:00,17.29334159,17.29334159
sc01,y2030,2030-01-17T07:00:00+01:00,18.21339226,18.21339226
sc01,y2030,2030-01-17T08:00:00+01:00,18.51730024,18.51730024
sc01,y2030,2030-01-17T09:00:00+01:00,18.65270501,18.65270501
sc01,y2030,2030-01-17T10:00:00+01:00,18.57828469,18.57828469
sc01,y2030,2030-01-17T11:00:00+01:00,18.35793949,18.35793949
sc01,y2030,2030-01-17T12:00:00+01:00,18.2579827,18.2579827
sc01,y2030,2030-01-17T13:00:00+01:00,18.12792037,18.12792037
sc01,y2030,2030-01-17T14:00:00+01:00,18.17996092,18.17996092
sc01,y2030,2030-01-17T15:00:00+01:00,18.64402585,18.64402585
sc01,y2030,2030-01-17T16:00:00+01:00,19.17863995,19.17863995
sc01,y2030,2030-01-17T17:00:00+01:00,19.37807766,19.37807766
sc01,y2030,2030-01-17T18:00:00+01:00,18.8675059,18.8675059
sc01,y2030,2030-01-17T19:00:00+01:00,18.11889175,18.11889175
sc01,y2030,2030-01-17T20:00:00+01:00,17.24229646,17.24229646
sc01,y2030,2030-01-17T21:00:00+01:00,16.36485367,16.36485367
sc01,y2030,2030-01-17T22:00:00+01:00,15.39057074,15.39057074
sc01,y2030,2030-01-17T23:00:00+01:00,14.47781597,14.47781597
sc01,y2030,2030-01-18T00:00:00+01:00,14.01920104,14.01920104
sc01,y2030,2030-01-18T01:00:00+01:00,13.7153513,13.7153513
sc01,y2030,2030-01-18T02:00:00+01:00,13.49309137,13.49309137
sc01,y2030,2030-01-18T03:00:00+01:00,13.58890135,13.58890135
sc01,y2030,2030-01-18T04:00:00+01:00,14.34858228,14.34858228
sc01,y2030,2030-01-18T05:00:00+01:00,15.82938148,15.82938148
sc01,y2030,2030-01-18T06:00:00+01:00,17.23960737,17.23960737
sc01,y2030,2030-01-18T07:00:00+01:00,18.15705266,18.15705266
sc01,y2030,2030-01-18T08:00:00+01:00,18.48900552,18.48900552
sc01,y2030,2030-01-18T09:00:00+01:00,18.732118,18.732118
sc01,y2030,2030-01-18T10:00:00+01:00,18.6943863,18.6943863
sc01,y2030,2030-01-18T11:00:00+01:00,18.49971126,18.49971126
sc01,y2030,2030-01-18T12:00:00+01:00,18.40289759,18.40289759
sc01,y2030,2030-01-18T13:00:00+01:00,18.24466199,18.24466199
sc01,y2030,2030-01-18T14:00:00+01:00,18.1991112,18.1991112
sc01,y2030,2030-01-18T15:00:00+01:00,18.47957714,18.47957714
sc01,y2030,2030-01-18T16:00:00+01:00,18.86500411,18.86500411
sc01,y2030,2030-01-18T17:00:00+01:00,19.0338935,19.0338935
sc01,y2030,2030-01-18T18:00:00+01:00,18.44886005,18.44886005
sc01,y2030,2030-01-18T19:00:00+01:00,17.67287579,17.67287579
sc01,y2030,2030-01-18T20:00:00+01:00,16.7600449,16.7600449
sc01,y2030,2030-01-18T21:00:00+01:00,15.89932374,15.89932374
sc01,y2030,2030-01-18T22:00:00+01:00,14.96638223,14.96638223
sc01,y2030,2030-01-18T23:00:00+01:00,14.13648074,14.13648074
sc01,y2030,2030-01-19T00:00:00+01:00,13.68104103,13.68104103
sc01,y2030,2030-01-19T01:00:00+01:00,13.34648049,13.34648049
sc01,y2030,2030-01-19T02:00:00+01:00,13.20311168,13.20311168
sc01,y2030,2030-01-19T03:00:00+01:00,13.27509508,13.27509508
sc01,y2030,2030-01-19T04:00:00+01:00,14.03231856,14.03231856
sc01,y2030,2030-01-19T05:00:00+01:00,15.50253844,15.50253844
sc01,y2030,2030-01-19T06:00:00+01:00,16.91380839,16.91380839
sc01,y2030,2030-01-19T07:00:00+01:00,17.79682461,17.79682461
sc01,y2030,2030-01-19T08:00:00+01:00,18.0750621,18.0750621
sc01,y2030,2030-01-19T09:00:00+01:00,18.22035226,18.22035226
sc01,y2030,2030-01-19T10:00:00+01:00,18.12028428,18.12028428
sc01,y2030,2030-01-19T11:00:00+01:00,17.85645161,17.85645161
sc01,y2030,2030-01-19T12:00:00+01:00,17.66987959,17.66987959
sc01,y2030,2030-01-19T13:00:00+01:00,17.46617097,17.46617097
sc01,y2030,2030-01-19T14:00:00+01:00,17.40136335,17.40136335
sc01,y2030,2030-01-19T15:00:00+01:00,17.80332993,17.80332993
sc01,y2030,2030-01-19T16:00:00+01:00,18.39098828,18.39098828
sc01,y2030,2030-01-19T17:00:00+01:00,18.61959302,18.61959302
sc01,y2030,2030-01-19T18:00:00+01:00,18.04131209,18.04131209
sc01,y2030,2030-01-19T19:00:00+01:00,17.27624304,17.27624304
sc01,y2030,2030-01-19T20:00:00+01:00,16.46402518,16.46402518
sc01,y2030,2030-01-19T21:00:00+01:00,15.75707147,15.75707147
sc01,y2030,2030-01-19T22:00:00+01:00,14.90823645,14.90823645
sc01,y2030,2030-01-19T23:00:00+01:00,14.05375785,14.05375785
sc01,y2030,2030-01-20T00:00:00+01:00,13.53632304,13.53632304
sc01,y2030,2030-01-20T01:00:00+01:00,13.11527302,13.11527302
sc01,y2030,2030-01-20T02:00:00+01:00,12.83307635,12.83307635
sc01,y2030,2030-01-20T03:00:00+01:00,12.69321898,12.69321898
sc01,y2030,2030-01-20T04:00:00+01:00,12.80840658,12.80840658
sc01,y2030,2030-01-20T05:00:00+01:00,13.38861316,13.38861316
sc01,y2030,2030-01-20T06:00:00+01:00,14.17620858,14.17620858
sc01,y2030,2030-01-20T07:00:00+01:00,14.9549789,14.9549789
sc01,y2030,2030-01-20T08:00:00+01:00,15.59982036,15.59982036
sc01,y2030,2030-01-20T09:00:00+01:00,16.03206457,16.03206457
sc01,y2030,2030-01-20T10:00:00+01:00,16.06580168,16.06580168
sc01,y2030,2030-01-20T11:00:00+01:00,15.91516477,15.91516477
sc01,y2030,2030-01-20T12:00:00+01:00,15.56543398,15.56543398
sc01,y2030,2030-01-20T13:00:00+01:00,15.29589021,15.29589021
sc01,y2030,2030-01-20T14:00:00+01:00,15.21120791,15.21120791
sc01,y2030,2030-01-20T15:00:00+01:00,15.62457485,15.62457485
sc01,y2030,2030-01-20T16:00:00+01:00,16.3249008,16.3249008
sc01,y2030,2030-01-20T17:00:00+01:00,16.81144942,16.81144942
sc01,y2030,2030-01-20T18:00:00+01:00,16.45675278,16.45675278
sc01,y2030,2030-01-20T19:00:00+01:00,15.89255931,15.89255931
sc01,y2030,2030-01-20T20:00:00+01:00,15.35818281,15.35818281
sc01,y2030,2030-01-20T21:00:00+01:00,14.82397906,14.82397906
sc01,y2030,2030-01-20T22:00:00+01:00,14.17763917,14.17763917
sc01,y2030,2030-01-20T23:00:00+01:00,13.47880039,13.47880039
sc01,y2030,2030-01-21T00:00:00+01:00,13.076074,13.076074
sc01,y2030,2030-01-21T01:00:00+01:00,12.67569155,12.67569155
sc01,y2030,2030-01-21T02:00:00+01:00,12.35500603,12.35500603
sc01,y2030,2030-01-21T03:00:00+01:00,12.1467644,12.1467644
sc01,y2030,2030-01-21T04:00:00+01:00,12.05361506,12.05361506
sc01,y2030,2030-01-21T05:00:00+01:00,12.25066614,12.25066614
sc01,y2030,2030-01-21T06:00:00+01:00,12.62491216,12.62491216
sc01,y2030,2030-01-21T07:00:00+01:00,13.17275067,13.17275067
sc01,y2030,2030-01-21T08:00:00+01:00,13.8538168,13.8538168
sc01,y2030,2030-01-21T09:00:00+01:00,14.47204696,14.47204696
sc01,y2030,2030-01-21T10:00:00+01:00,14.73499573,14.73499573
sc01,y2030,2030-01-21T11:00:00+01:00,14.73184765,14.73184765
sc01,y2030,2030-01-21T12:00:00+01:00,14.46313748,14.46313748
sc01,y2030,2030-01-21T13:00:00+01:00,14.28370483,14.28370483
sc01,y2030,2030-01-21T14:00:00+01:00,14.27274824,14.27274824
sc01,y2030,2030-01-21T15:00:00+01:00,14.7811445,14.7811445
sc01,y2030,2030-01-21T16:00:00+01:00,15.71720596,15.71720596
sc01,y2030,2030-01-21T17:00:00+01:00,16.38550436,16.38550436
sc01,y2030,2030-01-21T18:00:00+01:00,16.35398941,16.35398941
sc01,y2030,2030-01-21T19:00:00+01:00,16.0480479,16.0480479
sc01,y2030,2030-01-21T20:00:00+01:00,15.65945531,15.65945531
sc01,y2030,2030-01-21T21:00:00+01:00,15.12439777,15.12439777
sc01,y2030,2030-01-21T22:00:00+01:00,14.40083594,14.40083594
sc01,y2030,2030-01-21T23:00:00+01:00,13.70749515,13.70749515
sc01,y2030,2030-01-22T00:00:00+01:00,13.38972606,13.38972606
sc01,y2030,2030-01-22T01:00:00+01:00,13.15931182,13.15931182
sc01,y2030,2030-01-22T02:00:00+01:00,13.03227877,13.03227877
sc01,y2030,2030-01-22T03:00:00+01:00,13.25757791,13.25757791
sc01,y2030,2030-01-22T04:00:00+01:00,14.1999286,14.1999286
sc01,y2030,2030-01-22T05:00:00+01:00,15.81350901,15.81350901
sc01,y2030,2030-01-22T06:00:00+01:00,17.37482782,17.37482782
sc01,y2030,2030-01-22T07:00:00+01:00,18.33787288,18.33787288
sc01,y2030,2030-01-22T08:00:00+01:00,18.73197967,18.73197967
sc01,y2030,2030-01-22T09:00:00+01:00,18.9295513,18.9295513
sc01,y2030,2030-01-22T10:00:00+01:00,18.88373048,18.88373048
sc01,y2030,2030-01-22T11:00:00+01:00,18.74200404,18.74200404
sc01,y2030,2030-01-22T12:00:00+01:00,18.64665141,18.64665141
sc01,y2030,2030-01-22T13:00:00+01:00,18.48751999,18.48751999
sc01,y2030,2030-01-22T14:00:00+01:00,18.43964612,18.43964612
sc01,y2030,2030-01-22T15:00:00+01:00,18.8483361,18.8483361
sc01,y2030,2030-01-22T16:00:00+01:00,19.37651503,19.37651503
sc01,y2030,2030-01-22T17:00:00+01:00,19.65964789,19.65964789
sc01,y2030,2030-01-22T18:00:00+01:00,19.14604023,19.14604023
sc01,y2030,2030-01-22T19:00:00+01:00,18.43828635,18.43828635
sc01,y2030,2030-01-22T20:00:00+01:00,17.59747526,17.59747526
sc01,y2030,2030-01-22T21:00:00+01:00,16.77416711,16.77416711
sc01,y2030,2030-01-22T22:00:00+01:00,15.86548636,15.86548636
sc01,y2030,2030-01-22T23:00:00+01:00,15.02817613,15.02817613
sc01,y2030,2030-01-23T00:00:00+01:00,14.61593168,14.61593168
sc01,y2030,2030-01-23T01:00:00+01:00,14.29262887,14.29262887
sc01,y2030,2030-01-23T02:00:00+01:00,14.14896785,14.14896785
sc01,y2030,2030-01-23T03:00:00+01:00,14.28712824,14.28712824
sc01,y2030,2030-01-23T04:00:00+01:00,15.04163185,15.04163185
sc01,y2030,2030-01-23T05:00:00+01:00,16.54573147,16.54573147
sc01,y2030,2030-01-23T06:00:00+01:00,17.9127783,17.9127783
sc01,y2030,2030-01-23T07:00:00+01:00,18.82560885,18.82560885
sc01,y2030,2030-01-23T08:00:00+01:00,19.14315986,19.14315986
sc01,y2030,2030-01-23T09:00:00+01:00,19.37255254,19.37255254
sc01,y2030,2030-01-23T10:00:00+01:00,19.3361495,19.3361495
sc01,y2030,2030-01-23T11:00:00+01:00,19.15576346,19.15576346
sc01,y2030,2030-01-23T12:00:00+01:00,19.04752561,19.04752561
sc01,y2030,2030-01-23T13:00:00+01:00,18.86564743,18.86564743
sc01,y2030,2030-01-23T14:00:00+01:00,18.87953634,18.87953634
sc01,y2030,2030-01-23T15:00:00+01:00,19.22146723,19.22146723
sc01,y2030,2030-01-23T16:00:00+01:00,19.72292301,19.72292301
sc01,y2030,2030-01-23T17:00:00+01:00,20.00559654,20.00559654
sc01,y2030,2030-01-23T18:00:00+01:00,19.51063053,19.51063053
sc01,y2030,2030-01-23T19:00:00+01:00,18.82960841,18.82960841
sc01,y2030,2030-01-23T20:00:00+01:00,18.00361315,18.00361315
sc01,y2030,2030-01-23T21:00:00+01:00,17.22951681,17.22951681
sc01,y2030,2030-01-23T22:00:00+01:00,16.33665426,16.33665426
sc01,y2030,2030-01-23T23:00:00+01:00,15.52932778,15.52932778
sc01,y2030,2030-01-24T00:00:00+01:00,15.14071765,15.14071765
sc01,y2030,2030-01-24T01:00:00+01:00,14.84071458,14.84071458
sc01,y2030,2030-01-24T02:00:00+01:00,14.6563442,14.6563442
sc01,y2030,2030-01-24T03:00:00+01:00,14.76777382,14.76777382
sc01,y2030,2030-01-24T04:00:00+01:00,15.48131359,15.48131359
sc01,y2030,2030-01-24T05:00:00+01:00,16.86339996,16.86339996
sc01,y2030,2030-01-24T06:00:00+01:00,18.10026632,18.10026632
sc01,y2030,2030-01-24T07:00:00+01:00,18.99242301,18.99242301
sc01,y2030,2030-01-24T08:00:00+01:00,19.33358054,19.33358054
sc01,y2030,2030-01-24T09:00:00+01:00,19.54488487,19.54488487
sc01,y2030,2030-01-24T10:00:00+01:00,19.44113999,19.44113999
sc01,y2030,2030-01-24T11:00:00+01:00,19.27824034,19.27824034
sc01,y2030,2030-01-24T12:00:00+01:00,19.1787346,19.1787346
sc01,y2030,2030-01-24T13:00:00+01:00,18.9876299,18.9876299
sc01,y2030,2030-01-24T14:00:00+01:00,18.94366226,18.94366226
sc01,y2030,2030-01-24T15:00:00+01:00,19.30456308,19.30456308
sc01,y2030,2030-01-24T16:00:00+01:00,19.85379147,19.85379147
sc01,y2030,2030-01-24T17:00:00+01:00,20.18866176,20.18866176
sc01,y2030,2030-01-24T18:00:00+01:00,19.7290696,19.7290696
sc01,y2030,2030-01-24T19:00:00+01:00,19.11255595,19.11255595
sc01,y2030,2030-01-24T20:00:00+01:00,18.33256915,18.33256915
sc01,y2030,2030-01-24T21:00:00+01:00,17.52802212,17.52802212
sc01,y2030,2030-01-24T22:00:00+01:00,16.6720977,16.6720977
sc01,y2030,2030-01-24T23:00:00+01:00,15.8206603,15.8206603
sc01,y2030,2030-01-25T00:00:00+01:00,15.46723275,15.46723275
sc01,y2030,2030-01-25T01:00:00+01:00,15.13513991,15.13513991
sc01,y2030,2030-01-25T02:00:00+01:00,14.91755827,14.91755827
sc01,y2030,2030-01-25T03:00:00+01:00,15.00883259,15.00883259
sc01,y2030,2030-01-25T04:00:00+01:00,15.76492629,15.76492629
sc01,y2030,2030-01-25T05:00:00+01:00,17.17433248,17.17433248
sc01,y2030,2030-01-25T06:00:00+01:00,18.47395341,18.47395341
sc01,y2030,2030-01-25T07:00:00+01:00,19.27902066,19.27902066
sc01,y2030,2030-01-25T08:00:00+01:00,19.59762996,19.59762996
sc01,y2030,2030-01-25T09:00:00+01:00,19.77607911,19.77607911
sc01,y2030,2030-01-25T10:00:00+01:00,19.72728129,19.72728129
sc01,y2030,2030-01-25T11:00:00+01:00,19.54231293,19.54231293
sc01,y2030,2030-01-25T12:00:00+01:00,19.42193511,19.42193511
sc01,y2030,2030-01-25T13:00:00+01:00,19.21171058,19.21171058
sc01,y2030,2030-01-25T14:00:00+01:00,19.17330048,19.17330048
sc01,y2030,2030-01-25T15:00:00+01:00,19.49979109,19.49979109
sc01,y2030,2030-01-25T16:00:00+01:00,20.07009078,20.07009078
sc01,y2030,2030-01-25T17:00:00+01:00,20.41948998,20.41948998
sc01,y2030,2030-01-25T18:00:00+01:00,19.96624795,19.96624795
sc01,y2030,2030-01-25T19:00:00+01:00,19.33503197,19.33503197
sc01,y2030,2030-01-25T20:00:00+01:00,18.54245283,18.54245283
sc01,y2030,2030-01-25T21:00:00+01:00,17.80775803,17.80775803
sc01,y2030,2030-01-25T22:00:00+01:00,16.94055339,16.94055339
sc01,y2030,2030-01-25T23:00:00+01:00,16.04980776,16.04980776
sc01,y2030,2030-01-26T00:00:00+01:00,15.68078903,15.68078903
sc01,y2030,2030-01-26T01:00:00+01:00,15.31756247,15.31756247
sc01,y2030,2030-01-26T02:00:00+01:00,15.10884001,15.10884001
sc01,y2030,2030-01-26T03:00:00+01:00,15.2070654,15.2070654
sc01,y2030,2030-01-26T04:00:00+01:00,15.88083862,15.88083862
sc01,y2030,2030-01-26T05:00:00+01:00,17.26867579,17.26867579
sc01,y2030,2030-01-26T06:00:00+01:00,18.60928968,18.60928968
sc01,y2030,2030-01-26T07:00:00+01:00,19.42503951,19.42503951
sc01,y2030,2030-01-26T08:00:00+01:00,19.78273963,19.78273963
sc01,y2030,2030-01-26T09:00:00+01:00,19.93881528,19.93881528
sc01,y2030,2030-01-26T10:00:00+01:00,19.85884668,19.85884668
sc01,y2030,2030-01-26T11:00:00+01:00,19.5660988,19.5660988
sc01,y2030,2030-01-26T12:00:00+01:00,19.3590528,19.3590528
sc01,y2030,2030-01-26T13:00:00+01:00,19.09086913,19.09086913
sc01,y2030,2030-01-26T14:00:00+01:00,19.03676063,19.03676063
sc01,y2030,2030-01-26T15:00:00+01:00,19.28159459,19.28159459
sc01,y2030,2030-01-26T16:00:00+01:00,19.79103723,19.79103723
sc01,y2030,2030-01-26T17:00:00+01:00,20.0711246,20.0711246
sc01,y2030,2030-01-26T18:00:00+01:00,19.54208062,19.54208062
sc01,y2030,2030-01-26T19:00:00+01:00,18.85246902,18.85246902
sc01,y2030,2030-01-26T20:00:00+01:00,18.07724323,18.07724323
sc01,y2030,2030-01-26T21:00:00+01:00,17.48850011,17.48850011
sc01,y2030,2030-01-26T22:00:00+01:00,16.71640587,16.71640587
sc01,y2030,2030-01-26T23:00:00+01:00,15.83672801,15.83672801
sc01,y2030,2030-01-27T00:00:00+01:00,15.32011026,15.32011026
sc01,y2030,2030-01-27T01:00:00+01:00,14.91428344,14.91428344
sc01,y2030,2030-01-27T02:00:00+01:00,14.54214773,14.54214773
sc01,y2030,2030-01-27T03:00:00+01:00,14.32616511,14.32616511
sc01,y2030,2030-01-27T04:00:00+01:00,14.32754837,14.32754837
sc01,y2030,2030-01-27T05:00:00+01:00,14.84174839,14.84174839
sc01,y2030,2030-01-27T06:00:00+01:00,15.54458871,15.54458871
sc01,y2030,2030-01-27T07:00:00+01:00,16.26087846,16.26087846
sc01,y2030,2030-01-27T08:00:00+01:00,16.97632171,16.97632171
sc01,y2030,2030-01-27T09:00:00+01:00,17.37590101,17.37590101
sc01,y2030,2030-01-27T10:00:00+01:00,17.37994325,17.37994325
sc01,y2030,2030-01-27T11:00:00+01:00,17.18845369,17.18845369
sc01,y2030,2030-01-27T12:00:00+01:00,16.7727362,16.7727362
sc01,y2030,2030-01-27T13:00:00+01:00,16.48067069,16.48067069
sc01,y2030,2030-01-27T14:00:00+01:00,16.33704375,16.33704375
sc01,y2030,2030-01-27T15:00:00+01:00,16.69345393,16.69345393
sc01,y2030,2030-01-27T16:00:00+01:00,17.4331384,17.4331384
sc01,y2030,2030-01-27T17:00:00+01:00,17.99752778,17.99752778
sc01,y2030,2030-01-27T18:00:00+01:00,17.71878563,17.71878563
sc01,y2030,2030-01-27T19:00:00+01:00,17.23810331,17.23810331
sc01,y2030,2030-01-27T20:00:00+01:00,16.75812389,16.75812389
sc01,y2030,2030-01-27T21:00:00+01:00,16.26251489,16.26251489
sc01,y2030,2030-01-27T22:00:00+01:00,15.61984395,15.61984395
sc01,y2030,2030-01-27T23:00:00+01:00,14.84789399,14.84789399
sc01,y2030,2030-01-28T00:00:00+01:00,14.37052192,14.37052192
sc01,y2030,2030-01-28T01:00:00+01:00,13.97825441,13.97825441
sc01,y2030,2030-01-28T02:00:00+01:00,13.61504704,13.61504704
sc01,y2030,2030-01-28T03:00:00+01:00,13.3857917,13.3857917
sc01,y2030,2030-01-28T04:00:00+01:00,13.19214418,13.19214418
sc01,y2030,2030-01-28T05:00:00+01:00,13.37410542,13.37410542
sc01,y2030,2030-01-28T06:00:00+01:00,13.71930751,13.71930751
sc01,y2030,2030-01-28T07:00:00+01:00,14.28562518,14.28562518
sc01,y2030,2030-01-28T08:00:00+01:00,15.04384673,15.04384673
sc01,y2030,2030-01-28T09:00:00+01:00,15.67825878,15.67825878
sc01,y2030,2030-01-28T10:00:00+01:00,15.98212771,15.98212771
sc01,y2030,2030-01-28T11:00:00+01:00,16.00163969,16.00163969
sc01,y2030,2030-01-28T12:00:00+01:00,15.79059943,15.79059943
sc01,y2030,2030-01-28T13:00:00+01:00,15.5553014,15.5553014
sc01,y2030,2030-01-28T14:00:00+01:00,15.45099461,15.45099461
sc01,y2030,2030-01-28T15:00:00+01:00,15.84980318,15.84980318
sc01,y2030,2030-01-28T16:00:00+01:00,16.60009842,16.60009842
sc01,y2030,2030-01-28T17:00:00+01:00,17.26863045,17.26863045
sc01,y2030,2030-01-28T18:00:00+01:00,17.25613077,17.25613077
sc01,y2030,2030-01-28T19:00:00+01:00,16.96193046,16.96193046
sc01,y2030,2030-01-28T20:00:00+01:00,16.55211236,16.55211236
sc01,y2030,2030-01-28T21:00:00+01:00,16.01760581,16.01760581
sc01,y2030,2030-01-28T22:00:00+01:00,15.29996588,15.29996588
sc01,y2030,2030-01-28T23:00:00+01:00,14.56200585,14.56200585
sc01,y2030,2030-01-29T00:00:00+01:00,14.19794636,14.19794636
sc01,y2030,2030-01-29T01:00:00+01:00,13.94078844,13.94078844
sc01,y2030,2030-01-29T02:00:00+01:00,13.78512544,13.78512544
sc01,y2030,2030-01-29T03:00:00+01:00,13.94810353,13.94810353
sc01,y2030,2030-01-29T04:00:00+01:00,14.83824291,14.83824291
sc01,y2030,2030-01-29T05:00:00+01:00,16.43674242,16.43674242
sc01,y2030,2030-01-29T06:00:00+01:00,17.91073617,17.91073617
sc01,y2030,2030-01-29T07:00:00+01:00,18.88650197,18.88650197
sc01,y2030,2030-01-29T08:00:00+01:00,19.27827574,19.27827574
sc01,y2030,2030-01-29T09:00:00+01:00,19.46901708,19.46901708
sc01,y2030,2030-01-29T10:00:00+01:00,19.38737731,19.38737731
sc01,y2030,2030-01-29T11:00:00+01:00,19.19988465,19.19988465
sc01,y2030,2030-01-29T12:00:00+01:00,19.0485988,19.0485988
sc01,y2030,2030-01-29T13:00:00+01:00,18.84363697,18.84363697
sc01,y2030,2030-01-29T14:00:00+01:00,18.73038726,18.73038726
sc01,y2030,2030-01-29T15:00:00+01:00,18.97537477,18.97537477
sc01,y2030,2030-01-29T16:00:00+01:00,19.56042212,19.56042212
sc01,y2030,2030-01-29T17:00:00+01:00,19.95705618,19.95705618
sc01,y2030,2030-01-29T18:00:00+01:00,19.45910589,19.45910589
sc01,y2030,2030-01-29T19:00:00+01:00,18.75277299,18.75277299
sc01,y2030,2030-01-29T20:00:00+01:00,17.88976051,17.88976051
sc01,y2030,2030-01-29T21:00:00+01:00,17.04190304,17.04190304
sc01,y2030,2030-01-29T22:00:00+01:00,16.14812746,16.14812746
sc01,y2030,2030-01-29T23:00:00+01:00,15.31307646,15.31307646
sc01,y2030,2030-01-30T00:00:00+01:00,14.88395055,14.88395055
sc01,y2030,2030-01-30T01:00:00+01:00,14.61481514,14.61481514
sc01,y2030,2030-01-30T02:00:00+01:00,14.46013599,14.46013599
sc01,y2030,2030-01-30T03:00:00+01:00,14.54490896,14.54490896
sc01,y2030,2030-01-30T04:00:00+01:00,15.3129689,15.3129689
sc01,y2030,2030-01-30T05:00:00+01:00,16.77924184,16.77924184
sc01,y2030,2030-01-30T06:00:00+01:00,18.14243771,18.14243771
sc01,y2030,2030-01-30T07:00:00+01:00,18.96877878,18.96877878
sc01,y2030,2030-01-30T08:00:00+01:00,19.28669447,19.28669447
sc01,y2030,2030-01-30T09:00:00+01:00,19.4177413,19.4177413
sc01,y2030,2030-01-30T10:00:00+01:00,19.34437927,19.34437927
sc01,y2030,2030-01-30T11:00:00+01:00,19.08840143,19.08840143
sc01,y2030,2030-01-30T12:00:00+01:00,18.94902787,18.94902787
sc01,y2030,2030-01-30T13:00:00+01:00,18.72541148,18.72541148
sc01,y2030,2030-01-30T14:00:00+01:00,18.66215755,18.66215755
sc01,y2030,2030-01-30T15:00:00+01:00,18.914434,18.914434
sc01,y2030,2030-01-30T16:00:00+01:00,19.54665466,19.54665466
sc01,y2030,2030-01-30T17:00:00+01:00,19.90407018,19.90407018
sc01,y2030,2030-01-30T18:00:00+01:00,19.39376581,19.39376581
sc01,y2030,2030-01-30T19:00:00+01:00,18.67506725,18.67506725
sc01,y2030,2030-01-30T20:00:00+01:00,17.85252387,17.85252387
sc01,y2030,2030-01-30T21:00:00+01:00,17.02385375,17.02385375
sc01,y2030,2030-01-30T22:00:00+01:00,16.06171939,16.06171939
sc01,y2030,2030-01-30T23:00:00+01:00,15.18734295,15.18734295
sc01,y2030,2030-01-31T00:00:00+01:00,14.73365615,14.73365615
sc01,y2030,2030-01-31T01:00:00+01:00,14.44271049,14.44271049
sc01,y2030,2030-01-31T02:00:00+01:00,14.2730785,14.2730785
sc01,y2030,2030-01-31T03:00:00+01:00,14.39331303,14.39331303
sc01,y2030,2030-01-31T04:00:00+01:00,15.16514088,15.16514088
sc01,y2030,2030-01-31T05:00:00+01:00,16.56661712,16.56661712
sc01,y2030,2030-01-31T06:00:00+01:00,17.92432691,17.92432691
sc01,y2030,2030-01-31T07:00:00+01:00,18.82589113,18.82589113
sc01,y2030,2030-01-31T08:00:00+01:00,19.14071268,19.14071268
